Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,PCT_SE_B04001_002,PCT_SE_B04001_003,PCT_SE_B04001_004,PCT_SE_B04001_005,PCT_SE_B04001_006,PCT_SE_B04001_007,PCT_SE_B04001_008,PCT_SE_B04001_009,PCT_SE_B04001_010,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A17005_001,SE_A17005_002,SE_A17005_003,PCT_SE_A17005_002,PCT_SE_A17005_003,SE_A14006_001,SE_A14008_001,SE_A10014_001,SE_A10014_002,SE_A10014_003,PCT_SE_A10014_002,PCT_SE_A10014_003,SE_A14024_001,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003,SE_A13003C_001,SE_A13003C_002,SE_A13003C_003,PCT_SE_A13003C_002,PCT_SE_A13003C_003,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005
"1807","50000US1807","Congressional District 7 (116th Congress)","Congressional District 7 (116th Congress), Indiana","in","500","00","ACSSF","0011471",,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,,,,,,,,755358,2484.918,303.977068619623,755358,670994,398476,224383,1684,23327,199,2219,20706,84364,88.83,52.75,29.71,0.22,3.09,0.03,0.29,2.74,11.17,485608,81886,152715,136959,76072,27718,6549,3709,16.86,31.45,28.2,15.67,5.71,1.35,0.76,381507,351222,30285,92.06,7.94,42628,57800.7565313057,287232,5776,281456,2.01,97.99,23414,465872,89400,376472,19.19,80.81,82136,8345,73791,10.16,89.84,746899,92063,654836,289835,432015,12.33,87.67,38.81,57.84
"1808","50000US1808","Congressional District 8 (116th Congress)","Congressional District 8 (116th Congress), Indiana","in","500","00","ACSSF","0011472",,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,,,,,,,,719671,99.18614,7255.761555652,719671,702268,649425,30289,858,7459,545,671,13021,17403,97.58,90.24,4.21,0.12,1.04,0.08,0.09,1.81,2.42,488323,54467,179474,152228,65800,27220,5456,3678,11.15,36.75,31.17,13.47,5.57,1.12,0.75,355200,337962,17238,95.15,4.85,50952,66660.4755937045,285664,5586,280078,1.96,98.04,27071,417754,59024,358730,14.13,85.87,114893,9562,105331,8.32,91.68,702722,58855,643867,242405,497814,8.38,91.62,34.5,70.84
"1809","50000US1809","Congressional District 9 (116th Congress)","Congressional District 9 (116th Congress), Indiana","in","500","00","ACSSF","0011473",,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,,,,,,,,747995,166.691,4487.31412191871,747995,722993,666968,21452,1546,17899,75,792,14261,25002,96.66,89.17,2.87,0.21,2.39,0.01,0.11,1.91,3.34,496363,51633,167238,145907,80624,38024,6475,6462,10.4,33.69,29.4,16.24,7.66,1.3,1.3,381716,362023,19693,94.84,5.16,55768,72231.1379709309,284357,3775,280582,1.33,98.67,28670,452030,63040,388990,13.95,86.05,109518,7734,101784,7.06,92.94,739035,58295,680740,227327,545914,7.89,92.11,30.76,73.87
"1901","50000US1901","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Iowa","ia","500","00","ACSSF","0010712",,,,,"19",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,772171,64.08664,12048.8604951065,772171,741212,680958,29958,2504,12810,1187,1072,12723,30959,95.99,88.19,3.88,0.32,1.66,0.15,0.14,1.65,4.01,515281,38749,169587,169212,94344,31534,6755,5100,7.52,32.91,32.84,18.31,6.12,1.31,0.99,416814,401423,15391,96.31,3.69,58994,75765.6504850616,310476,5726,304750,1.84,98.16,31098,445998,49577,396421,11.12,88.88,126445,8929,117516,7.06,92.94,761795,34569,727226,257512,584972,4.54,95.46,33.8,76.79
"1902","50000US1902","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Iowa","ia","500","00","ACSSF","0010713",,,,,"19",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,780050,63.62096,12260.8958991316,780050,735890,666142,32025,1665,18778,414,1231,15635,44160,94.34,85.4,4.11,0.21,2.41,0.05,0.16,2,5.66,517999,41165,166178,164449,91486,36232,10149,8340,7.95,32.08,31.75,17.66,6.99,1.96,1.61,406515,389075,17440,95.71,4.29,54964,72701.2981964675,311278,6162,305116,1.98,98.02,29750,457099,63803,393296,13.96,86.04,122834,9376,113458,7.63,92.37,768872,40713,728159,267385,572529,5.3,94.7,34.78,74.46
"1903","50000US1903","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), Iowa","ia","500","00","ACSSF","0010714",,,,,"19",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,822826,93.62888,8788.16449188182,822826,766536,686039,33697,1580,26591,646,337,17646,56290,93.16,83.38,4.1,0.19,3.23,0.08,0.04,2.14,6.84,548926,44206,149955,173972,125527,39136,11333,4797,8.05,27.32,31.69,22.87,7.13,2.06,0.87,450586,432607,17979,96.01,3.99,64818,84886.544327371,323254,7246,316008,2.24,97.76,34108,492079,47979,444100,9.75,90.25,111906,7707,104199,6.89,93.11,813244,39509,773735,264034,618344,4.86,95.14,32.47,76.03
"1904","50000US1904","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), Iowa","ia","500","00","ACSSF","0010715",,,,,"19",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,757452,33.28565,22756.1103016694,757452,705565,662749,11791,3318,16461,616,166,10464,51887,93.15,87.5,1.56,0.44,2.17,0.08,0.02,1.38,6.85,499167,42589,162417,171877,84463,25849,5733,6239,8.53,32.54,34.43,16.92,5.18,1.15,1.25,400782,386376,14406,96.41,3.59,54944,70116.3762999163,311847,6459,305388,2.07,97.93,29163,429843,55890,373953,13,87,128920,8877,120043,6.89,93.11,744931,37678,707253,257087,561228,5.06,94.94,34.51,75.34
"0200","50000US0200","Congressional District (at Large) (116th Congress)","Congressional District (at Large) (116th Congress), Alaska","ak","500","00","ACSSF","0003179",,,,,"02",,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,,,,,,,,738516,1.293411,570983.198328332,738516,687330,450754,22817,103506,45617,8544,1459,54633,51186,93.07,61.04,3.09,14.02,6.18,1.16,0.2,7.4,6.93,477727,34760,133851,169471,88053,36794,9506,5292,7.28,28.02,35.47,18.43,7.7,1.99,1.11,379219,351152,28067,92.6,7.4,76715,96499.0199714356,253462,15787,237675,6.23,93.77,35874,461309,46055,415254,9.98,90.02,77093,4195,72898,5.44,94.56,714106,102956,611150,221460,467898,14.42,85.58,31.01,65.52
"2001","50000US2001","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Kansas","ks","500","00","ACSSF","0008686",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,708511,13.48457,52542.3365853433,708511,595773,542987,20851,3507,11519,750,537,15622,112738,84.09,76.64,2.94,0.49,1.63,0.11,0.08,2.2,15.91,449982,53282,128568,156809,73584,27025,5308,5406,11.84,28.57,34.85,16.35,6.01,1.18,1.2,356526,341466,15060,95.78,4.22,50947,65813.2208683651,275345,4014,271331,1.46,98.54,26388,402770,56436,346334,14.01,85.99,106260,8816,97444,8.3,91.7,682101,61406,620695,205298,508879,9,91,30.1,74.6
"2002","50000US2002","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Kansas","ks","500","00","ACSSF","0008687",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,714992,50.55006,14144.2367269655,714992,667571,589875,31845,8803,11878,256,461,24453,47421,93.37,82.5,4.45,1.23,1.66,0.04,0.06,3.42,6.63,467935,36619,143620,152030,82552,39227,7428,6459,7.83,30.69,32.49,17.64,8.38,1.59,1.38,359544,343689,15855,95.59,4.41,53367,69277.8927834905,280759,5493,275266,1.96,98.04,28054,413050,61745,351305,14.95,85.05,111935,8907,103028,7.96,92.04,698716,56330,642386,220883,525566,8.06,91.94,31.61,75.22
"2003","50000US2003","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), Kansas","ks","500","00","ACSSF","0008688",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,762091,1006.091,757.47736282948,762091,670772,548802,63083,1660,35727,531,786,20183,91319,88.02,72.01,8.28,0.22,4.69,0.07,0.1,2.65,11.98,505414,38287,92631,135978,148884,65576,16384,7674,7.58,18.33,26.9,29.46,12.97,3.24,1.52,414807,398366,16441,96.04,3.96,74412,102090.749993118,290616,2891,287725,0.99,99.01,39749,464137,36984,427153,7.97,92.03,97643,5693,91950,5.83,94.17,756864,65338,691526,181415,587751,8.63,91.37,23.97,77.66
"2004","50000US2004","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), Kansas","ks","500","00","ACSSF","0008689",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,723182,50.51866,14315.1466771275,723182,634044,532879,47934,5534,23763,290,518,23126,89138,87.67,73.69,6.63,0.77,3.29,0.04,0.07,3.2,12.33,471344,47531,128000,158244,89442,36914,6971,4242,10.08,27.16,33.57,18.98,7.83,1.48,0.9,362821,345139,17682,95.13,4.87,54768,71704.1367171894,277829,5965,271864,2.15,97.85,28234,421569,53319,368250,12.65,87.35,103319,8633,94686,8.36,91.64,711648,73438,638210,216352,509278,10.32,89.68,30.4,71.56
"2101","50000US2101","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Kentucky","ky","500","00","ACSSF","0007832",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,720226,59.60387,12083.5438125582,720226,697700,628541,49263,1484,4335,591,784,12702,22526,96.87,87.27,6.84,0.21,0.6,0.08,0.11,1.76,3.13,486970,76411,186136,143438,46821,25306,6241,2617,15.69,38.22,29.46,9.61,5.2,1.28,0.54,309499,290094,19405,93.73,6.27,42114,58471.0815405857,281737,4836,276901,1.72,98.28,23831,410147,75217,334930,18.34,81.66,122300,14463,107837,11.83,88.17,698281,48490,649791,316281,432305,6.94,93.06,45.29,61.91
"2102","50000US2102","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Kentucky","ky","500","00","ACSSF","0007833",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,753608,104.9274,7182.18740781811,753608,727776,656205,39358,2083,10921,815,1056,17338,25832,96.57,87.08,5.22,0.28,1.45,0.11,0.14,2.3,3.43,501560,67012,179118,153955,59469,31692,6540,3774,13.36,35.71,30.7,11.86,6.32,1.3,0.75,361298,340706,20592,94.3,5.7,50611,67408.3434507182,287459,5091,282368,1.77,98.23,26480,446949,67043,379906,15,85,111037,11661,99376,10.5,89.5,739644,41273,698371,298106,505604,5.58,94.42,40.3,68.36
"2103","50000US2103","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), Kentucky","ky","500","00","ACSSF","0007834",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,745082,2331.123,319.623609066915,745082,705335,501747,161364,1154,20554,346,1747,18423,39747,94.67,67.34,21.66,0.15,2.76,0.05,0.23,2.47,5.33,513042,52455,139835,157280,95595,48077,12879,6921,10.22,27.26,30.66,18.63,9.37,2.51,1.35,393361,370070,23291,94.08,5.92,53348,74519.1331609268,302386,6945,295441,2.3,97.7,31282,455837,63927,391910,14.02,85.98,110180,9203,100977,8.35,91.65,736844,41624,695220,283887,509707,5.65,94.35,38.53,69.17
"2104","50000US2104","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), Kentucky","ky","500","00","ACSSF","0007835",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,753376,172.2501,4373.73380880529,753376,728140,677723,24832,952,8781,180,601,15071,25236,96.65,89.96,3.3,0.13,1.17,0.02,0.08,2,3.35,510901,55173,160237,153275,87670,40433,9618,4495,10.8,31.36,30,17.16,7.91,1.88,0.88,376604,357765,18839,95,5,61835,82266.3313394315,280522,5096,275426,1.82,98.18,31544,451440,52956,398484,11.73,88.27,106472,9361,97111,8.79,91.21,740298,40520,699778,258064,534747,5.47,94.53,34.86,72.23
"2105","50000US2105","Congressional District 5 (116th Congress)","Congressional District 5 (116th Congress), Kentucky","ky","500","00","ACSSF","0007836",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,,,,,,,,702070,62.49491,11234.0350117452,702070,693162,671798,9925,1545,2854,167,295,6578,8908,98.73,95.69,1.41,0.22,0.41,0.02,0.04,0.94,1.27,485843,115941,183731,122943,33536,21355,5944,2393,23.86,37.82,25.31,6.9,4.4,1.22,0.49,254888,231651,23237,90.88,9.12,32884,47283.8283131104,274523,6626,267897,2.41,97.59,19040,412006,116183,295823,28.2,71.8,113830,18717,95113,16.44,83.56,685519,42109,643410,391605,339969,6.14,93.86,57.13,49.59
"2106","50000US2106","Congressional District 6 (116th Congress)","Congressional District 6 (116th Congress), Kentucky","ky","500","00","ACSSF","0007837",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,,,,,,,,765842,178.2184,4297.20942027531,765842,729347,628068,64665,1280,14987,240,1574,18533,36495,95.23,82.01,8.44,0.17,1.96,0.03,0.21,2.42,4.77,505688,62581,142734,142146,92846,44300,11923,9158,12.38,28.23,28.11,18.36,8.76,2.36,1.81,392150,369156,22994,94.14,5.86,52340,71410.4822316539,302054,5125,296929,1.7,98.3,28851,468062,82873,385189,17.71,82.29,105082,9151,95931,8.71,91.29,756609,51400,705209,280996,517205,6.79,93.21,37.14,68.36
"2201","50000US2201","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Louisiana","la","500","00","ACSSF","0008189",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,801089,198.807,4029.48001921244,801089,729529,574054,110851,8930,18667,203,1771,15053,71560,91.07,71.66,13.84,1.11,2.33,0.03,0.22,1.88,8.93,547820,67872,162527,150445,108550,36831,14739,6856,12.39,29.67,27.46,19.81,6.72,2.69,1.25,399789,377543,22246,94.44,5.56,59050,82498.6467449448,300978,3260,297718,1.08,98.92,32392,483369,65077,418292,13.46,86.54,120423,11624,108799,9.65,90.35,793706,81070,712636,278763,520671,10.21,89.79,35.12,65.6
"2202","50000US2202","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Louisiana","la","500","00","ACSSF","0008190",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,789120,622.1318,1268.41283280077,789120,740045,221909,483542,1518,19387,61,2145,11483,49075,93.78,28.12,61.28,0.19,2.46,0.01,0.27,1.46,6.22,533195,93749,167360,147975,78049,30842,9983,5237,17.58,31.39,27.75,14.64,5.78,1.87,0.98,377278,342902,34376,90.89,9.11,39372,59674.4588259274,294360,5198,289162,1.77,98.23,24343,488089,103342,384747,21.17,78.83,103366,17930,85436,17.35,82.65,774365,92584,681781,345156,406068,11.96,88.04,44.57,52.44
"2203","50000US2203","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), Louisiana","la","500","00","ACSSF","0008191",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,783013,112.1183,6983.80803617623,783013,752131,529450,191887,2480,11967,27,1191,15129,30882,96.06,67.62,24.51,0.32,1.53,0,0.15,1.93,3.94,517823,83766,190543,133197,76841,24226,5948,3302,16.18,36.8,25.72,14.84,4.68,1.15,0.64,375297,350503,24794,93.39,6.61,48996,68558.5541181691,292970,3584,289386,1.22,98.78,26856,472735,78358,394377,16.58,83.42,104519,12766,91753,12.21,87.79,774930,83934,690996,295395,480658,10.83,89.17,38.12,62.03
"2204","50000US2204","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), Louisiana","la","500","00","ACSSF","0008192",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,753519,60.58861,12436.6451612903,753519,723421,438924,255731,5452,7183,533,1910,13688,30098,96.01,58.25,33.94,0.72,0.95,0.07,0.25,1.82,3.99,498950,74573,181373,144880,63967,24810,6153,3194,14.95,36.35,29.04,12.82,4.97,1.23,0.64,319524,294782,24742,92.26,7.74,41366,60302.626191565,284290,10234,274056,3.6,96.4,24007,437989,91003,346986,20.78,79.22,111889,14146,97743,12.64,87.36,725709,76777,648932,310278,433426,10.58,89.42,42.76,59.72
"2205","50000US2205","Congressional District 5 (116th Congress)","Congressional District 5 (116th Congress), Louisiana","la","500","00","ACSSF","0008193",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,,,,,,,,747722,51.73919,14451.7544451943,747722,729782,448597,263731,2598,5306,144,599,8807,17940,97.6,60,35.27,0.35,0.71,0.02,0.08,1.18,2.4,494419,92082,191140,123478,58028,21373,4908,3410,18.62,38.66,24.97,11.74,4.32,0.99,0.69,304999,282083,22916,92.49,7.51,38462,56723.0844506059,269779,4622,265157,1.71,98.29,21671,413437,94603,318834,22.88,77.12,111689,18000,93689,16.12,83.88,707025,83746,623279,314138,394520,11.84,88.16,44.43,55.8
"2206","50000US2206","Congressional District 6 (116th Congress)","Congressional District 6 (116th Congress), Louisiana","la","500","00","ACSSF","0008194",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,,,,,,,,789153,195.6349,4033.80416588803,789153,753788,531331,186488,3036,16627,186,1289,14831,35365,95.52,67.33,23.63,0.38,2.11,0.02,0.16,1.88,4.48,515734,59918,162825,142645,97735,35776,9701,7134,11.62,31.57,27.66,18.95,6.94,1.88,1.38,404078,383302,20776,94.86,5.14,62778,83608.68160085,293644,2940,290704,1,99,32396,488058,63714,424344,13.05,86.95,103784,8097,95687,7.8,92.2,783539,69001,714538,241879,551938,8.81,91.19,30.87,70.44
"2301","50000US2301","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Maine","me","500","00","ACSSF","0003453",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,679024,206.6076,3286.53907585672,679024,666875,630163,11403,1975,10368,87,559,12320,12149,98.21,92.8,1.68,0.29,1.53,0.01,0.08,1.81,1.79,494386,30544,136068,140828,117286,49932,12088,7640,6.18,27.52,28.49,23.72,10.1,2.45,1.55,373461,359334,14127,96.22,3.78,63935,83187.290672474,285617,7151,278466,2.5,97.5,35553,409497,40428,369069,9.87,90.13,126338,10022,116316,7.93,92.07,670382,47917,622465,217860,501043,7.15,92.85,32.5,74.74
"2302","50000US2302","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Maine","me","500","00","ACSSF","0003454",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,653789,23.72396,27558.1706664278,653789,644517,614362,5587,5747,4446,171,284,13920,9272,98.58,93.97,0.85,0.88,0.68,0.03,0.04,2.13,1.42,473511,43882,171945,145351,72886,28082,6193,5172,9.27,36.31,30.7,15.39,5.93,1.31,1.09,323930,305854,18076,94.42,5.58,48215,62708.6047660114,271338,10944,260394,4.03,95.97,26787,388052,58695,329357,15.13,84.87,125130,12055,113075,9.63,90.37,647252,61724,585528,266987,417653,9.54,90.46,41.25,64.53
"2401","50000US2401","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Maryland","md","500","00","ACSSF","0007937",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,730442,183.6553,3977.24431155666,730442,701844,581801,87093,1040,15811,112,790,15197,28598,96.08,79.65,11.92,0.14,2.16,0.02,0.11,2.08,3.92,508175,48655,159815,141181,94054,48368,9373,6729,9.57,31.45,27.78,18.51,9.52,1.84,1.32,381218,361916,19302,94.94,5.06,73980,95986.0894799245,273268,5534,267734,2.03,97.97,36794,430244,38299,391945,8.9,91.1,129146,8328,120818,6.45,93.55,719814,33399,686415,255327,542589,4.64,95.36,35.47,75.38
"2402","50000US2402","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Maryland","md","500","00","ACSSF","0007938",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,762351,2186.662,348.6369203255,762351,709409,381542,260367,1676,40070,240,2388,23126,52942,93.06,50.05,34.15,0.22,5.26,0.03,0.31,3.03,6.94,514918,56277,148711,144081,98714,50574,9130,7431,10.93,28.88,27.98,19.17,9.82,1.77,1.44,400819,377147,23672,94.09,5.91,69242,86992.0995237302,281983,7952,274031,2.82,97.18,33336,472131,49269,422862,10.44,89.56,95414,7964,87450,8.35,91.65,742972,47024,695948,258945,523746,6.33,93.67,34.85,70.49
"2403","50000US2403","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), Maryland","md","500","00","ACSSF","0007939",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,756296,2484.068,304.458677028619,756296,686760,440648,163963,1308,55651,425,3023,21742,69536,90.81,58.26,21.68,0.17,7.36,0.06,0.4,2.87,9.19,525530,43936,107686,121234,133605,79763,23010,16296,8.36,20.49,23.07,25.42,15.18,4.38,3.1,421385,400821,20564,95.12,4.88,88161,114974.623697012,287800,5746,282054,2,98,45064,469795,35395,434400,7.53,92.47,109150,8310,100840,7.61,92.39,744306,44251,700055,218532,575809,5.95,94.05,29.36,77.36
"2404","50000US2404","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), Maryland","md","500","00","ACSSF","0007940",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,749033,2514.879,297.840576867538,749033,626289,195263,388193,972,22482,202,2634,16543,122744,83.61,26.07,51.83,0.13,3,0.03,0.35,2.21,16.39,510974,65804,130029,142915,99821,56222,9066,7117,12.88,25.45,27.97,19.54,11,1.77,1.39,424247,397245,27002,93.64,6.36,82585,103710.229663229,264779,4808,259971,1.82,98.18,38262,473052,35442,437610,7.49,92.51,95035,6535,88500,6.88,93.12,742427,74571,667856,232690,521979,10.04,89.96,31.34,70.31
"2405","50000US2405","Congressional District 5 (116th Congress)","Congressional District 5 (116th Congress), Maryland","md","500","00","ACSSF","0007941",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,,,,,,,,760819,513.1413,1482.66951661552,760819,693098,343142,287495,2127,31450,223,2285,26376,67721,91.1,45.1,37.79,0.28,4.13,0.03,0.3,3.47,8.9,509796,43627,136757,149776,101953,60448,9068,8167,8.56,26.83,29.38,20,11.86,1.78,1.6,412805,391228,21577,94.77,5.23,98488,114659.871712243,260664,5021,255643,1.93,98.07,40676,473679,30850,442829,6.51,93.49,96415,5884,90531,6.1,93.9,750052,45588,704464,203352,596923,6.08,93.92,27.11,79.58
"2406","50000US2406","Congressional District 6 (116th Congress)","Congressional District 6 (116th Congress), Maryland","md","500","00","ACSSF","0007942",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,,,,,,,,765910,392.3224,1952.24626523366,765910,659282,448155,100598,1058,83417,424,1722,23908,106628,86.08,58.51,13.13,0.14,10.89,0.06,0.22,3.12,13.92,520036,50509,123289,127332,112818,71309,15705,19074,9.71,23.71,24.49,21.69,13.71,3.02,3.67,405343,383938,21405,94.72,5.28,79984,109564.657272475,274212,7047,267165,2.57,97.43,40164,463537,39799,423738,8.59,91.41,103826,7971,95855,7.68,92.32,747379,49597,697782,229131,556420,6.64,93.36,30.66,74.45
"2407","50000US2407","Congressional District 7 (116th Congress)","Congressional District 7 (116th Congress), Maryland","md","500","00","ACSSF","0007943",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,,,,,,,,719951,1474.597,488.23582503085,719951,692454,238299,379308,1614,53594,285,2312,17042,27497,96.18,33.1,52.69,0.22,7.44,0.04,0.32,2.37,3.82,496920,56315,128411,121942,101324,61005,15315,12608,11.33,25.84,24.54,20.39,12.28,3.08,2.54,362693,334922,27771,92.34,7.66,62550,91969.7248863274,269634,10661,258973,3.95,96.05,36133,441242,66902,374340,15.16,84.84,105216,12601,92615,11.98,88.02,709310,40776,668534,277981,476342,5.75,94.25,39.19,67.16
"2408","50000US2408","Congressional District 8 (116th Congress)","Congressional District 8 (116th Congress), Maryland","md","500","00","ACSSF","0007944",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,,,,,,,,758633,882.5803,859.562530791648,758633,645387,456018,92421,1154,69506,354,4214,21720,113246,85.07,60.11,12.18,0.15,9.16,0.05,0.56,2.86,14.93,528509,44634,87149,104228,135352,94973,33894,28279,8.45,16.49,19.72,25.61,17.97,6.41,5.35,423912,404116,19796,95.33,4.67,103768,141396.4533261,280178,3334,276844,1.19,98.81,53370,461916,28401,433515,6.15,93.85,117598,7333,110265,6.24,93.76,750913,46924,703989,198130,600835,6.25,93.75,26.39,80.01
"2501","50000US2501","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Massachusetts","ma","500","00","ACSSF","0009197",,,,,"25",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,730959,311.0305,2350.11975036178,730959,600240,528175,41608,1023,15287,103,1487,12557,130719,82.12,72.26,5.69,0.14,2.09,0.01,0.2,1.72,17.88,504966,61679,149187,143560,88796,47221,8191,6332,12.21,29.54,28.43,17.58,9.35,1.62,1.25,375543,351407,24136,93.57,6.43,56757,77010.5596969539,287745,10797,276948,3.75,96.25,31240,435894,59517,376377,13.65,86.35,122928,10993,111935,8.94,91.06,722874,21260,701614,333410,476545,2.94,97.06,46.12,65.92
